data_hora_dispositivo;entradas_4a20 (1);status (1);status (2);timestamp_dispositivo;codigo_produto;rele (1);tipo_sensor;temperatura;pulso (1);pulso (2);timestamp_servidor;dia_sem;sinal;id_dispositivo;umidade;ct_pulso (1);ct_pulso (2);Hidrômetro  (1);Vazão (1);Sonda de nível (1)
2025-03-01 06:46:00;460;0;0;1740822360;25;0;DISABLED;-32768;32209;0;1740822361;Saturday;-79;2756562;-32768;477;0;5873.1;7.55;11.25
2025-03-01 06:49:00;460;0;0;1740822540;25;0;DISABLED;-32768;32213;0;1740822541;Saturday;-86;2756562;-32768;477;0;5873.5;7.55;11.25
2025-03-01 06:52:00;460;0;0;1740822720;25;0;DISABLED;-32768;32217;0;1740822721;Saturday;-87;2756562;-32768;479;0;5873.9;7.52;11.25
2025-03-01 06:55:00;460;0;0;1740822900;25;0;DISABLED;-32768;32220;0;1740822901;Saturday;-83;2756562;-32768;482;0;5874.2;7.47;11.25
2025-03-01 06:58:00;460;0;0;1740823080;25;0;DISABLED;-32768;32224;0;1740823081;Saturday;-82;2756562;-32768;480;0;5874.6;7.5;11.25
2025-03-01 07:01:00;460;0;0;1740823260;25;0;DISABLED;-32768;32228;0;1740823261;Saturday;-82;2756562;-32768;482;0;5875.0;7.47;11.25
2025-03-01 07:04:00;460;0;0;1740823440;25;0;DISABLED;-32768;32232;0;1740823441;Saturday;-81;2756562;-32768;482;0;5875.4;7.47;11.25
2025-03-01 07:07:00;460;0;0;1740823620;25;0;DISABLED;-32768;32235;0;1740823621;Saturday;-82;2756562;-32768;484;0;5875.7;7.44;11.25
2025-03-01 07:10:00;460;0;0;1740823800;25;0;DISABLED;-32768;32239;0;1740823801;Saturday;-87;2756562;-32768;485;0;5876.1;7.42;11.25
2025-03-01 07:13:00;460;0;0;1740823980;25;0;DISABLED;-32768;32243;0;1740823981;Saturday;-85;2756562;-32768;484;0;5876.5;7.44;11.25
2025-03-01 07:16:00;460;1;0;1740824160;25;0;DISABLED;-32768;32247;0;1740824161;Saturday;-80;2756562;-32768;483;0;5876.9;7.45;11.25
2025-03-01 07:19:00;460;0;0;1740824340;25;0;DISABLED;-32768;32250;0;1740824341;Saturday;-81;2756562;-32768;485;0;5877.2;7.42;11.25
2025-03-01 07:22:00;460;0;0;1740824520;25;0;DISABLED;-32768;32254;0;1740824521;Saturday;-81;2756562;-32768;484;0;5877.6;7.44;11.25
